Id,SalePrice
1461,118561.62857555016
1462,158532.1505387139
1463,169039.3851965831
1464,193995.5985221418
1465,192981.94787899428
1466,174541.20607393282
1467,195395.08017094946
1468,169483.44460899918
1469,198656.6775290072
1470,117683.77980781044
1471,206005.13827060838
1472,111656.66896165209
1473,91841.77139630751
1474,148769.71828214522
1475,111309.77966540447
1476,353593.83565381984
1477,246025.2756899933
1478,308879.6159792391
1479,300638.910533414
1480,430401.94036512007
1481,287230.6365935679
1482,216553.12358053518
1483,183508.98904504534
1484,180127.6285166915
1485,209019.86001687055
1486,214503.08028846164
1487,300344.3865698797
1488,246671.38176912512
1489,194901.16816015565
1490,248067.74529068358
1491,225720.74492736417
1492,100834.17300885916
1493,211318.77555351937
1494,291278.13536692364
1495,268053.8438903943
1496,247871.46735217585
1497,171858.44694965566
1498,181039.63976587332
1499,175854.99158799904
1500,172302.70063462039
1501,202104.76402965048
1502,156587.96525424044
1503,289340.61195045034
1504,249155.86710359063
1505,229828.85370343784
1506,199946.18911999138
1507,242198.71160547086
1508,202251.77488361183
1509,157054.71012023487
1510,146239.57363319932
1511,158552.69073646958
1512,185786.37234075763
1513,156820.74528035684
1514,142617.80781742372
1515,203543.75446528057
1516,165242.07934510265
1517,175529.37019435526
1518,124049.59569322853
1519,240159.34363183356
1520,135714.07002547337
1521,127554.51898178575
1522,192613.4935325859
1523,93540.11089293729
1524,124522.5536846905
1525,97645.66854730225
1526,89029.42301427829
1527,86717.63771958253
1528,153524.35722697037
1529,142945.7112589504
1530,216501.53879647166
1531,151024.02990509826
1532,114728.12312367698
1533,175755.32671385375
1534,157317.21303750132
1535,168924.20533596422
1536,120425.67018374382
1537,48254.9379475778
1538,180446.5264746081
1539,230435.8670892308
1540,109942.76689358428
1541,149126.36963327345
1542,150424.94871088746
1543,198797.10677668662
1544,98605.64031205908
1545,116004.9623660089
1546,141814.76326831826
1547,150893.56418406358
1548,135868.99949122197
1549,114840.23002271098
1550,136405.12244018354
1551,146225.2328759909
1552,153496.0905259184
1553,167515.0451992585
1554,128975.75050186855
1555,167997.8184796127
1556,87920.4646578012
1557,119451.9363744806
1558,124360.72240273119
1559,69058.21706652804
1560,145044.40639121179
1561,144048.6846538731
1562,141756.5116138619
1563,118806.50118841766
1564,158674.1292053929
1565,135032.79597243643
1566,239304.26350075938
1567,80470.81697060121
1568,234298.6068620945
1569,137329.15339159197
1570,147200.35375708085
1571,112641.42193306866
1572,145882.42293137778
1573,251091.5787006854
1574,112988.68908719858
1575,243538.92144092242
1576,252238.65074657532
1577,195795.86922023445
1578,152194.7045581846
1579,123424.74974374636
1580,200701.9968775555
1581,167825.0624978789
1582,129332.43621307425
1583,292595.0723087457
1584,229777.26690011006
1585,160460.5817167072
1586,71349.66748485039
1587,105721.88147292333
1588,160028.06010823208
1589,103475.65403825953
1590,139934.0654602598
1591,68259.64213020192
1592,146802.86968686548
1593,138545.06791034457
1594,109988.22862185654
1595,110279.77596273483
1596,227029.9895424319
1597,169636.52356650797
1598,196892.12084020325
1599,197000.01884211716
1600,191085.49021375622
1601,40076.7784652377
1602,131794.3556474601
1603,69530.13546530437
1604,268997.7122464997
1605,252650.36778774066
1606,174812.61574146408
1607,168217.62536307774
1608,230406.5685522866
1609,199595.8058853494
1610,154190.46469618846
1611,138239.35329535906
1612,189861.8965611423
1613,172179.35466091963
1614,141478.28471620218
1615,72032.93696971168
1616,48222.80298160878
1617,69773.39371859282
1618,116811.44190248265
1619,156074.20178235206
1620,156972.32691746322
1621,133832.56480542268
1622,163433.08207143587
1623,265220.8644979871
1624,224660.148927212
1625,125113.09803139092
1626,188297.09142671246
1627,185895.52194679715
1628,282353.9786290915
1629,183772.01879670913
1630,320204.5725542987
1631,214123.18373494293
1632,225485.44208611245
1633,191011.39713127562
1634,196351.4403957415
1635,192632.8482479176
1636,164458.70683630672
1637,198259.64006281155
1638,201430.1653811764
1639,186097.36857928452
1640,260870.348688785
1641,186896.94728834787
1642,257900.30496555218
1643,225065.57610731176
1644,235592.87979598134
1645,243320.34077546583
1646,173802.83496490237
1647,160279.8468510795
1648,138189.95473165903
1649,148460.47237423318
1650,101526.52473299438
1651,112603.92662022333
1652,112814.31424880074
1653,112791.63065607543
1654,148064.72864559782
1655,145341.06525806943
1656,139114.0638519174
1657,146934.69598466903
1658,152290.4250586268
1659,111160.58711214154
1660,149833.85175422323
1661,406639.92833422194
1662,340974.7626618808
1663,365657.3157114652
1664,426924.78733189986
1665,321701.3123087364
1666,302898.62829127884
1667,343943.66915071383
1668,353886.1655811386
1669,312060.6641195945
1670,344223.6737770608
1671,268773.42170461663
1672,386954.11640607263
1673,285554.2878643328
1674,252997.61864052084
1675,207248.1711484294
1676,212594.5688063933
1677,213773.21508463752
1678,415533.91515512066
1679,346374.5876097337
1680,327295.68664897885
1681,285169.3555355042
1682,295525.52534724376
1683,193269.27400763007
1684,199694.8664335732
1685,201412.29327933653
1686,183308.37533180672
1687,192746.2146992623
1688,216614.88773313607
1689,217291.03942138166
1690,223674.33146476792
1691,210807.89969091746
1692,275815.3786292607
1693,190798.07695891126
1694,189055.31229717634
1695,169498.9847347401
1696,268888.90788950026
1697,170464.3294418815
1698,309048.3555248019
1699,318585.6033612888
1700,252130.8256370381
1701,271995.1928694772
1702,254970.67538930825
1703,254450.7709962509
1704,280134.565360466
1705,272524.3398929124
1706,381495.98987255874
1707,229080.34189217025
1708,219492.05709480913
1709,269971.9849520961
1710,235697.3099742385
1711,284115.8098080456
1712,266120.4487097503
1713,277004.0098247903
1714,230595.34573889268
1715,216300.90167402406
1716,190864.43527964712
1717,196084.82429577527
1718,137661.2999902924
1719,220836.32253327128
1720,257662.58202935546
1721,186737.34354599635
1722,127839.98386096791
1723,167267.46310837544
1724,223675.1714392875
1725,247557.2690225218
1726,199191.48377180286
1727,157845.09781004
1728,203775.44982666546
1729,166760.68144762912
1730,154037.267916383
1731,137297.78140913672
1732,130354.2579992509
1733,110345.23239029036
1734,118939.63859253027
1735,155783.33693482936
1736,114000.24999975995
1737,296335.0122489063
1738,244226.9307719937
1739,263152.3000612827
1740,217125.23861522297
1741,202017.36331386468
1742,186409.85448429943
1743,198394.28202045057
1744,325234.7915513343
1745,229301.2883121029
1746,203471.30871930486
1747,216881.85998534667
1748,225603.2699887089
1749,169585.82704255683
1750,137079.1627349495
1751,261667.7037913613
1752,111720.5325510006
1753,156103.30589410616
1754,206857.87168185762
1755,184263.19795703422
1756,135947.58745536394
1757,113921.32218796457
1758,150517.82585679227
1759,161910.8048343917
1760,177675.3600007689
1761,155490.98940134072
1762,173461.91543878312
1763,188969.7975989473
1764,108557.9734165275
1765,184631.7669599508
1766,196498.3229832442
1767,237906.62454909203
1768,155033.02707210486
1769,178998.40381363546
1770,180765.1851923035
1771,112331.57285326463
1772,142890.04363882844
1773,120955.45683866134
1774,147118.21037181816
1775,152544.7678045323
1776,136186.29805935104
1777,119399.17599157803
1778,157735.1115184389
1779,144003.99349286454
1780,189269.91918323585
1781,126600.77322949655
1782,69860.60370456846
1783,151615.59362936043
1784,122953.52788677765
1785,138101.81203779648
1786,161475.64013175643
1787,181763.7075632636
1788,82255.73163427459
1789,111035.21060603182
1790,60582.19476684602
1791,206375.99836230115
1792,164596.93546356354
1793,152027.8786642917
1794,189896.2223788479
1795,134735.64423092338
1796,145722.93340099906
1797,142866.52405066532
1798,118553.86377729266
1799,105153.34251042153
1800,136085.11763416673
1801,123261.95216998248
1802,148718.32322850474
1803,164427.821401885
1804,148933.3344971349
1805,149090.70694832155
1806,143420.82759706886
1807,174271.74719290016
1808,131151.0866407028
1809,125422.47275197669
1810,154236.312701341
1811,130792.7655212176
1812,118302.67748280265
1813,128864.35218516923
1814,106410.22342013312
1815,45433.224498963216
1816,126473.18474739767
1817,137819.36531773582
1818,190567.11985623674
1819,151221.6392329007
1820,61450.549118443625
1821,151178.08041288122
1822,172278.79114256334
1823,47011.27280990407
1824,147085.9394035556
1825,133937.95973372925
1826,111224.58603343205
1827,91966.71808744315
1828,137216.3835069954
1829,148114.817127296
1830,162749.7770002822
1831,162166.38773597288
1832,80238.52442864561
1833,157762.31820068997
1834,147216.16316250362
1835,126464.52613557968
1836,126735.04619673477
1837,89508.706608298
1838,126323.06850596075
1839,129474.38508164813
1840,134683.15201125015
1841,124037.57203382393
1842,95922.7286097284
1843,124372.57060688804
1844,140868.90319994045
1845,137534.47530216398
1846,164142.60909757577
1847,164616.6859434459
1848,27972.79527917551
1849,114253.71541614318
1850,119980.475557758
1851,154161.85919664218
1852,132978.25018222327
1853,142161.94238146394
1854,188605.2276751406
1855,170782.35129494756
1856,236784.9434660601
1857,156348.60126902978
1858,146176.25546806352
1859,120496.25974939344
1860,163478.56079947716
1861,126257.16561949486
1862,286314.62942858157
1863,285482.9883140626
1864,285499.90776972636
1865,356372.9954183707
1866,350807.4894143415
1867,239744.61115300073
1868,302749.3903825504
1869,227377.77611666475
1870,240367.1351299265
1871,263536.9182262069
1872,196321.95681096963
1873,239049.5620375122
1874,142523.63066767063
1875,191443.0158740373
1876,195614.60312297824
1877,220161.98600600823
1878,216351.61446882924
1879,125179.51321022189
1880,136138.11943328986
1881,247376.05268623983
1882,258344.86405300233
1883,192880.32182784774
1884,201869.69612050126
1885,245858.80805864418
1886,289125.9155267121
1887,237709.1784802808
1888,277674.31102926517
1889,178671.9201255045
1890,104145.2002182207
1891,138193.04670780688
1892,90208.34779472346
1893,135155.54692573636
1894,111585.07809834112
1895,134311.99581950554
1896,129287.81054435298
1897,109956.65312095266
1898,127612.59334445582
1899,170183.9389747046
1900,151878.41985556437
1901,157581.6850827108
1902,132261.9949927521
1903,205481.45531047904
1904,136153.6148641042
1905,196874.1753226174
1906,152727.93661950435
1907,205371.355053236
1908,113140.41627979116
1909,153110.25084133213
1910,128914.10632077605
1911,202392.21307233907
1912,285878.72847637977
1913,180094.9366921035
1914,71605.38935040613
1915,306866.86198342755
1916,16244.497540685115
1917,256622.9633260991
1918,148076.97135349992
1919,189835.0072820068
1920,168853.17924660142
1921,369052.8548925745
1922,333143.83955875994
1923,225544.96477995673
1924,227556.7579825821
1925,224108.17732576467
1926,370374.85157040297
1927,140568.07593551907
1928,174227.0230913835
1929,125491.33665006561
1930,141170.28558850545
1931,156534.5077956852
1932,146060.2439245081
1933,190148.3363323782
1934,175185.52834474645
1935,179434.61584374937
1936,187904.5959255204
1937,184097.01004170557
1938,191559.04780384596
1939,246148.4959934363
1940,192707.9214238366
1941,172286.4027913222
1942,201069.93478687736
1943,216250.1903267426
1944,316754.7786436095
1945,362832.90138893086
1946,147789.36865346716
1947,288542.4858687264
1948,183007.07720349892
1949,273404.17235893034
1950,212230.6183139577
1951,280484.4219491801
1952,234921.34458898637
